Setor,Data Aquisição,Tipo Equipamento,Valor,Garantia
CIRURGICA 02,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,5000,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,28/08/2011,BOMBA INFUSAO USO GERAL,5000,NÃO
QUEIMADOS,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,26/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 2,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
ONCOLOGIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
ENFERMARIA DE PEDIATRIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 01,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/03/2019,BOMBA INFUSAO USO GERAL,3900,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO DE PEDIATRIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 01,11/11/2011,GLICOSIMETRO,0,NÃO
UTI ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
UTI ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
CIRÚRGICA I,11/11/2011,GLICOSIMETRO,0,NÃO
CIRURGICA 01,11/11/2011,GLICOSIMETRO,0,NÃO
PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
UTI ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
CIRÚRGICA I,11/11/2011,GLICOSIMETRO,0,NÃO
UTI NEONATAL,11/11/2011,GLICOSIMETRO,0,NÃO
PS SALA DE EMERGÊNCIA,11/11/2011,GLICOSIMETRO,0,NÃO
CIRÚRGICA I,11/11/2011,GLICOSIMETRO,0,NÃO
UTI ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
ONCOLOGIA 3° ANDAR,11/11/2011,GLICOSIMETRO,0,NÃO
ENFERMARIA DE PEDIATRIA,11/11/2011,GLICOSIMETRO,0,NÃO
PEQUENAS CIRURGIAS,11/11/2011,GLICOSIMETRO,0,NÃO
CLINICA MÉDICA,11/11/2011,GLICOSIMETRO,0,NÃO
AMBULATÓRIO DE PEDIATRIA,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
CIRÚRGICA 1,11/11/2011,GLICOSIMETRO,0,NÃO
RADIOLOGIA,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
CENTRO CIRURGICO,11/11/2011,GLICOSIMETRO,0,NÃO
UTI CORONARIANA,11/11/2011,GLICOSIMETRO,0,NÃO
PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
HOSPITAL ODONTOLÓGICO,11/11/2011,GLICOSIMETRO,0,NÃO
GERENCIA DE PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
UTI ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
NEFROLOGIA,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
CLINICA MÉDICA,11/11/2011,GLICOSIMETRO,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
CENTRO CIRURGICO,11/11/2011,GLICOSIMETRO,0,NÃO
HOSPITAL ODONTOLÓGICO,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
UTI NEONATAL,11/11/2011,GLICOSIMETRO,0,NÃO
NEFROLOGIA,11/11/2011,GLICOSIMETRO,0,NÃO
UTI ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
CLÍNICA MÉDICA,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE ONCOLOGIA,11/11/2011,GLICOSIMETRO,0,NÃO
CUIDADOS PALIATIVOS ONCOLOGIA,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
HOSPITAL ODONTOLÓGICO,11/11/2011,GLICOSIMETRO,0,NÃO
GINECOLOGIA E OBSTETRICIA,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
CUIDADOS PALIATIVOS ONCOLOGIA,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE INTERNACAO DIA,11/11/2011,GLICOSIMETRO,0,NÃO
PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
HEMODINÂMICA,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
UTI ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
ONCOLOGIA,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
UTI ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
GINECOLOGIA E OBSTETRÍCIA,11/11/2011,GLICOSIMETRO,0,NÃO
CENTRO CIRURGICO,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
TRANSPLANTES,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,11/11/2011,GLICOSIMETRO,0,NÃO
SETOR DE CENTRO OBSTÉTRICO,11/11/2011,GLICOSIMETRO,0,NÃO
ONCOLOGIA,29/12/1899,GLICOSIMETRO,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
ENFERMARIA DE PEDIATRIA,11/11/2011,GLICOSIMETRO,0,NÃO
CUIDADOS PALIATIVOS ONCOLOGIA,11/11/2011,GLICOSIMETRO,0,NÃO
CIRÚRGICA 1,11/11/2011,GLICOSIMETRO,0,NÃO
NEFROLOGIA,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,29/12/1899,GLICOSIMETRO,0,NÃO
UTI ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
MOLESTIAS INFECCIOSAS,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA PEDIATRICA,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,29/12/1899,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
CIRURGICA 02,11/11/2011,GLICOSIMETRO,0,NÃO
FUNÇÃO PULMONAR,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
ENFERMARIA DE PEDIATRIA,11/11/2011,GLICOSIMETRO,0,NÃO
HOSPITAL ODONTOLÓGICO,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
CIRURGICA 02,11/11/2011,GLICOSIMETRO,0,NÃO
SETOR DE PRONTO SOCORRO DE PEDIATRIA,11/11/2011,GLICOSIMETRO,0,NÃO
MOLÉSTIAS INFECCIOSAS,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,11/11/2011,GLICOSIMETRO,0,NÃO
GERENCIA DE PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
UTI ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
MATERNIDADE,11/11/2011,GLICOSIMETRO,0,NÃO
PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
UTI CORONARIANA,11/11/2011,GLICOSIMETRO,0,NÃO
SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRICIA,11/11/2011,GLICOSIMETRO,0,NÃO
UTI ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
CARDIOVASCULAR - SUBSOLO,11/11/2011,GLICOSIMETRO,0,NÃO
MOLESTIAS INFECCIOSAS,11/11/2011,GLICOSIMETRO,0,NÃO
CIRÚRGICA 2,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
UTI ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
CIRURGICA 02,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
UTI ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
CIRURGICA 01,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE INTERNACAO DIA,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
CLÍNICA MÉDICA,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,11/11/2011,GLICOSIMETRO,0,NÃO
HOSPITAL ODONTOLÓGICO,29/12/1899,GLICOSIMETRO,0,NÃO
ALTO RISCO,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,11/11/2011,GLICOSIMETRO,0,NÃO
NEFROLOGIA,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,11/11/2011,GLICOSIMETRO,0,NÃO
UTI ADULTO,11/11/2011,GLICOSIMETRO,0,NÃO
AMBULATORIO CENTRAL,11/11/2011,GLICOSIMETRO,0,NÃO
PSIQUIATRIA,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
BIOENGENHARIA,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,11/11/2011,GLICOSIMETRO,0,NÃO
CIRURGICA 2,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
GERENCIA DE PRONTO SOCORRO,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
ELETROFISIOLOGIA,24/06/2022,PROGRAMADOR ANALISADOR MARCA-PASSO IMPLANTAVEL,48000,NÃO
CENTRO CIRÚRGICO,14/05/2020,UNI VITRECTOMIA,0,NÃO
UNIDADE DE INTERNACAO DIA,18/10/2015,ESFIGMOMANOMETRO ANEROIDE,60,NÃO
AMBULATÓRIO GINECOLOGIA E OBSTETRÍCIA,11/11/2011,ESFIGMOMANOMETRO ANEROIDE,0,NÃO
UTI CORONARIANA,11/11/2011,ESFIGMOMANOMETRO ANEROIDE,0,NÃO
AMBULATORIO CENTRAL,21/03/2010,ESFIGMOMANOMETRO ANEROIDE,0,NÃO
INTERNAÇÃO DIA,11/11/2011,ESFIGMOMANOMETRO ANEROIDE,0,NÃO
LABORATÓRIO DE PATOLOGIA,01/01/2020,PIPETA,6000,NÃO
UTI ADULTO,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
UTI ADULTO,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA CENTRAL,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA CENTRAL,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA CENTRAL,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA CENTRAL,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA CENTRAL,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA DA ONCOLOGIA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA DA ONCOLOGIA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA DA ONCOLOGIA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA DA ONCOLOGIA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA DA ONCOLOGIA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA CENTRAL,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA CENTRAL,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA CENTRAL,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA CENTRAL,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA CENTRAL,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA CENTRAL,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA ONCOLOGIA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA ONCOLOGIA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA ONCOLOGIA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA ONCOLOGIA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA ONCOLOGIA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA CLÍNICA MÉDICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA CLÍNICA MÉDICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA CLÍNICA MÉDICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA MOLÉSTIAS INFECCIOSAS,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA MOLÉSTIAS INFECCIOSAS,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA MOLÉSTIAS INFECCIOSAS,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA MOLÉSTIAS INFECCIOSAS,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
UTI PEDIÁTRICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
UTI PEDIÁTRICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
UTI PEDIÁTRICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
UTI PEDIÁTRICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
CENTRO CIRÚRGICO,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
CENTRO CIRÚRGICO,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
CENTRO CIRÚRGICO,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
CIRÚRGICA 2,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
CENTRO CIRÚRGICO,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
CIRÚRGICA 2,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
CENTRO CIRÚRGICO,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
CENTRO CIRÚRGICO,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
CENTRO CIRÚRGICO,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
CENTRO CIRÚRGICO,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
GAMA CÂMARA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
MATERIAIS E ESTERILIZAÇÃO,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA CENTRAL,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
FARMÁCIA CENTRAL,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
NEFROLOGIA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
RESSONÂNCIA MAGNÉTICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
BIOENGENHARIA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
CIRURGICA 01,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
CIRURGICA 01,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
CIRURGICA 01,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
ONCOLOGIA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
BIOENGENHARIA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
RESSONÂNCIA MAGNÉTICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
RESSONÂNCIA MAGNÉTICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
LABORATÓRIO DE ANATOMIA PATOLÓGICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
LABORATÓRIO DE ANATOMIA PATOLÓGICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
LABORATÓRIO DE ANATOMIA PATOLÓGICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
LABORATÓRIO DE ANATOMIA PATOLÓGICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
LABORATÓRIO DE ANATOMIA PATOLÓGICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
LABORATÓRIO DE ANATOMIA PATOLÓGICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
LABORATÓRIO DE ANATOMIA PATOLÓGICA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
BANCO DE OLHOS,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
MOLÉSTIAS INFECCIOSAS,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA ADULTO,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA ADULTO,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
UTI ADULTO,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
8889,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
UTI ADULTO,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
UTI ADULTO,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
ENFERMARIA DE PEDIATRIA,11/11/2011,TERMOMETRO ELETRONICO,0,NÃO
